person;best_k;acc;tpr,tnr,fpr,fnr,auc
1;1.0;0.5;0.333333333333;0.75;0.166666666667;1.0;0.541666666667;;;;;;;;X;;;;
2;2.0;0.8;1.0;0.5;0.333333333333;0.0;0.75;;;;;;;X;;;;;
3;1.0;0.8;0.0;1.0;0.0;0.25;0.5;;;;;;;;;X;;;
4;2.0;0.5;0.25;0.666666666667;0.5;0.5;0.458333333333;;;;X;;;;;;;;
5;1.0;0.4;0.4;0.4;0.6;0.6;0.4;;;;;;;;X;;;;
6;2.0;0.5;0.5;0.5;0.75;0.333333333333;0.5;X;;;;;;;;;;;
7;2.0;0.6;0.833333333333;0.25;0.5;0.25;0.541666666667;;;;;;X;;;X;;;
8;2.0;0.5;0.666666666667;0.25;0.5;0.5;0.458333333333;;;;;;;;;;X;;
9;1.0;0.8;0.833333333333;0.75;0.166666666667;0.25;0.791666666667;;;;;;;;;;X;;
10;3.0;0.2;0.0;0.5;0.333333333333;1.5;0.25;X;;;;;;;;X;;X;
11;2.0;0.6;0.5;0.666666666667;0.5;0.333333333333;0.583333333333X;;;X;;;;;;;;;
12;1.0;0.8;1.0;0.0;0.25;0.0;0.5;;;;;;;;;X;;;
13;1.0;0.9;0.875;1.0;0.0;0.5;0.9375X;;;;;;;;;;;;
14;1.0;0.7;1.0;0.0;0.428571428571;0.0;0.5;;X;;;;;;;;;;
15;2.0;0.6;0.2;1.0;0.0;0.8;0.6;;;;;;;X;;X;;;
16;1.0;0.4;0.2;0.6;0.4;0.8;0.4;;;;X;;;;;;;;
17;2.0;0.4;0.333333333333;0.5;0.333333333333;1.0;0.416666666667;;;;;;;;;X;;X;
18;1.0;0.7;0.833333333333;0.5;0.333333333333;0.25;0.666666666667;;;;;;;;X;;;;
19;1.0;0.5;0.571428571429;0.333333333333;0.285714285714;1.0;0.452380952381;;X;;;;;;;;;;
20;1.0;0.7;0.75;0.5;0.125;1.0;0.625;;;;X;;;;;;;;
21;3.0;0.8;1.0;0.0;0.25;0.0;0.5;;;;;X;X;;;;;X;
22;1.0;0.5;0.833333333333;0.0;0.666666666667;0.25;0.416666666667;;;;;;;;;X;;;
23;3.0;0.9;0.5;1.0;0.0;0.125;0.75;;;X;;;;X;;X;;;
24;1.0;0.8;1.0;0.0;0.25;0.0;0.5;;;;;;;;;X;;;
25;1.0;0.7;1.0;0.0;0.428571428571;0.0;0.5;X;;;;;;;;;;;
26;3.0;0.4;0.25;0.5;0.75;0.5;0.375;;;;;;;;X;X;X;;
27;1.0;0.7;1.0;0.0;0.428571428571;0.0;0.5;;;;;X;;;;;;;
28;2.0;0.3;0.0;0.5;0.75;0.666666666667;0.25;;;;X;;X;;;;;;
29;2.0;0.7;1.0;0.25;0.5;0.0;0.625;;;;;;;;;;X;;
30;2.0;0.4;0.2;0.6;0.4;0.8;0.4;X;;X;;;;;;;;;
31;1.0;0.7;0.8;0.6;0.4;0.2;0.7;;;;;X;;;;;;;
32;1.0;0.8;1.0;0.333333333333;0.285714285714;0.0;0.666666666667;;;;;;;X;;;;;

median;1.0;0.65;0.708333333333;0.5;0.366666666667;0.291666666667;0.5;
avg;1.59375;0.6125;0.61447172619;0.4515625;0.362983630952;0.419010416667;0.533017113095;
std;0.700864421625;0.179843682124;0.345130590479;0.313175918321;0.210885590714;0.39316664445;0.148331074927;
