Metric: 1;
features;train;test;
0;1.0;0.493095238095
1;1.0;0.689404761905
2;1.0;0.643452380952
3;1.0;0.664761904762
4;1.0;0.643333333333
5;1.0;0.622380952381
6;1.0;0.605833333333
7;1.0;0.605952380952
8;1.0;0.6725
9;1.0;0.669404761905
10;1.0;0.691785714286
11;1.0;0.704523809524
12;1.0;0.700476190476
13;1.0;0.695714285714
14;1.0;0.701547619048
15;1.0;0.705714285714
16;1.0;0.714404761905
17;1.0;0.729642857143
18;1.0;0.730952380952
19;1.0;0.732380952381



Metric: 2;
features;train;test;
0;0.874330769231;0.692976190476
1;1.0;0.649880952381
2;1.0;0.63119047619
3;1.0;0.642261904762
4;1.0;0.612857142857
5;1.0;0.602976190476
6;1.0;0.621547619048
7;1.0;0.682738095238
8;1.0;0.691666666667
9;1.0;0.706904761905
10;1.0;0.718214285714
11;1.0;0.718214285714
12;1.0;0.712261904762
13;1.0;0.7175
14;1.0;0.72630952381
15;1.0;0.731785714286
16;1.0;0.735714285714
17;1.0;0.739761904762
18;1.0;0.739404761905
19;1.0;0.744880952381



Metric: 3;
features;train;test;
0;1.0;0.480595238095
1;1.0;0.634166666667
2;1.0;0.654880952381
3;1.0;0.634047619048
4;1.0;0.631904761905
5;1.0;0.610833333333
6;1.0;0.603095238095
7;1.0;0.610357142857
8;1.0;0.600238095238
9;1.0;0.657380952381
10;1.0;0.66119047619
11;1.0;0.669047619048
12;1.0;0.665119047619
13;1.0;0.673452380952
14;1.0;0.670595238095
15;1.0;0.67880952381
16;1.0;0.704047619048
17;1.0;0.72369047619
18;1.0;0.727142857143
19;1.0;0.726428571429



Metric: 4;
features;train;test;
0;1.0;0.509880952381
1;1.0;0.501904761905
2;1.0;0.506904761905
3;1.0;0.512738095238
4;1.0;0.599523809524
5;1.0;0.626666666667
6;1.0;0.679880952381
7;1.0;0.674642857143
8;1.0;0.694880952381
9;1.0;0.695357142857
10;1.0;0.702380952381
11;1.0;0.699404761905
12;1.0;0.70630952381
13;1.0;0.702619047619
14;1.0;0.699523809524
15;1.0;0.716904761905
16;1.0;0.720952380952
17;1.0;0.716785714286
18;1.0;0.72130952381
19;1.0;0.719047619048



Metric: 5;
features;train;test;
0;1.0;0.480595238095
1;1.0;0.631666666667
2;1.0;0.65369047619
3;1.0;0.636666666667
4;1.0;0.636666666667
5;1.0;0.628452380952
6;1.0;0.605
7;1.0;0.607976190476
8;1.0;0.601666666667
9;1.0;0.659523809524
10;1.0;0.6575
11;1.0;0.674642857143
12;1.0;0.684523809524
13;1.0;0.675714285714
14;1.0;0.675595238095
15;1.0;0.673571428571
16;1.0;0.707261904762
17;1.0;0.72369047619
18;1.0;0.7275
19;1.0;0.716785714286



Metric: 6;
features;train;test;
0;1.0;0.516547619048
1;1.0;0.570595238095
2;1.0;0.526666666667
3;1.0;0.713452380952
4;1.0;0.73380952381
5;1.0;0.743095238095
6;1.0;0.736071428571
7;1.0;0.72369047619
8;1.0;0.727261904762
9;1.0;0.723452380952
10;1.0;0.7375
11;1.0;0.73380952381
12;1.0;0.728452380952
13;1.0;0.736547619048
14;1.0;0.751428571429
15;1.0;0.745476190476
16;1.0;0.74369047619
17;1.0;0.734761904762
18;1.0;0.7475
19;1.0;0.742142857143



Metric: 7;
features;train;test;
0;1.0;0.516547619048
1;1.0;0.54130952381
2;1.0;0.554285714286
3;1.0;0.559761904762
4;1.0;0.537380952381
5;1.0;0.550238095238
6;1.0;0.564404761905
7;1.0;0.656547619048
8;1.0;0.707976190476
9;1.0;0.699761904762
10;1.0;0.695238095238
11;1.0;0.703333333333
12;1.0;0.685833333333
13;1.0;0.683452380952
14;1.0;0.692976190476
15;1.0;0.702023809524
16;1.0;0.703928571429
17;1.0;0.694761904762
18;1.0;0.684880952381
19;1.0;0.67880952381



Metric: 8;
features;train;test;
0;0.999215384615;0.509523809524
1;1.0;0.670595238095
2;1.0;0.619523809524
3;1.0;0.688571428571
4;1.0;0.696071428571
5;1.0;0.697261904762
6;1.0;0.7
7;1.0;0.700595238095
8;1.0;0.723214285714
9;1.0;0.716666666667
10;1.0;0.720833333333
11;1.0;0.73
12;1.0;0.730595238095
13;1.0;0.735119047619
14;1.0;0.728452380952
15;1.0;0.738928571429
16;1.0;0.733571428571
17;1.0;0.735
18;1.0;0.731666666667
19;1.0;0.735476190476



