interScore;interStd;interCount;interFeat;
interScore;interStd;interCount;interFeat;
0.51157120943;0.0;7;avg GSR;DE Cz(delta);DE FC6(gamma);RCAU F3,P3;DCAU F8,P8;PSD P8(beta);DE CP6(gamma);


predScore;predStd;predCount;predFeat;
0.893094535436;0.00236043486233;1;avg GSR;


predScore;predStd;predCount;predFeat;
