featname;eeg/phy;what;channels;waveband;pearson_r;lr coef;l1 coef;l2 coef;svm coef;rf importances;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];delta;0.0828660597665;0.00042226109841;0.0;0.000426470251303;0.0101285108372;0.00121650903192;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];theta;0.0662612090106;0.000626600623256;0.00287814996997;0.000624827242651;0.0219697533894;0.00174323052559;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];theta;0.0716908591317;0.000509323143355;0.0;0.000509592570845;0.0184780438984;0.00176639741021;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];gamma;0.0503535111581;0.00282626460397;0.00766064052475;0.0028310198042;0.082248775524;0.00267643958683;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];gamma;0.0191137940019;0.00406871108966;0.00186664461008;0.00407686490274;0.0816716753591;0.00265146808674;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];alpha;0.0621916625559;0.000512564969786;0.0;0.000525369408732;0.0127107127435;0.0015916980066;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];alpha;0.0670297353225;0.000718602187622;0.0;0.000717707397786;0.0105914399155;0.0014917589307;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];beta;0.0652951990321;0.000955186787126;0.00275122216618;0.000955758210003;0.039878220932;0.00202898331059;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];beta;0.0595286535313;0.000333595479182;0.000108912961235;0.000330710509841;0.0378619113415;0.00201395922987;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];delta;0.00344608792376;0.00172512197337;0.0;0.00172547776234;0.0207703744227;0.00208495224297;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];delta;0.0129155065309;0.00185735008578;0.00154878496954;0.00186201864226;0.0133128649542;0.00154319146037;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];theta;0.00675249647234;0.0013705936562;0.00480337137484;0.00137356832572;0.0238951840113;0.00254845898585;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];theta;0.0151197445716;0.00176782017959;0.0;0.00175933468265;0.017049717373;0.00244720484006;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];gamma;0.0259415959946;0.00423388028316;0.00212817615442;0.00423188713156;0.0638826866275;0.00209551218547;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];gamma;0.0336143286092;0.00279968158993;0.00167649096674;0.00280471360169;0.0626259432896;0.00217676370273;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];alpha;0.00465671324668;0.000977516095744;0.0;0.000992212365372;0.0239929517039;0.00220514089702;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];alpha;0.00705715850353;0.00109556437417;0.0;0.00109387800116;0.0226805144671;0.00228466946325;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];beta;0.00804249758889;0.00156665648238;0.000955228603323;0.0015593691144;0.0503151372589;0.00216776231097;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];beta;0.00450513285912;0.00011408089576;0.0;0.000126618443455;0.0329552172409;0.00225412051091;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];delta;0.0199177259796;0.000128490991428;0.0;0.000137942003486;0.0143548726899;0.00148294167686;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];delta;0.0123672699807;0.000103147324234;0.00244065366363;0.000109623193709;0.00903279222331;0.00115256201185;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];theta;0.0419852776898;0.00460815580845;0.00324585537568;0.00462038373967;0.0297265401262;0.0016183442897;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];theta;0.0204085945976;0.00316736649178;0.0;0.00316572344689;0.0197611210469;0.00127945760379;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];gamma;0.0286622462546;0.00119395204145;0.00197782044094;0.00119858819468;0.0509617535327;0.00248337125347;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];gamma;0.022943470889;0.000566821543366;0.00106616309277;0.000568158054656;0.0524098276885;0.00264732796352;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];alpha;0.0299473116324;0.00148411571845;0.000469533500142;0.00150208903977;0.0165400389369;0.00137768819693;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];alpha;0.00604170930498;0.00105145799472;0.0;0.00105688159407;0.012959682802;0.00131224642735;
