featname;eeg/phy;what;channels;waveband;pearson_r;lr coef;l1 coef;l2 coef;svm coef;rf importances;
DE AF3(theta);eeg;DE;AF3;theta;0.0774134832231;0.000952015114333;0.0;0.000988931925767;0.0143585999773;0.000855642549129;
PSD AF3(theta);eeg;PSD;AF3;theta;0.0705299103394;0.00190086616321;0.0;0.00196354316844;0.0107271708344;0.000832787358338;
DE AF3(alpha);eeg;DE;AF3;alpha;0.103902035795;0.000178990590136;0.0;0.000174356084888;0.0047760485314;0.00126768168824;
PSD AF3(alpha);eeg;PSD;AF3;alpha;0.0984159741337;0.000492312615362;0.0;0.000515326330069;0.00580693243774;0.00133995524999;
DE AF3(beta);eeg;DE;AF3;beta;0.0154303617791;0.00147565914197;0.000185367383447;0.00149793756748;0.103046778596;0.00204477652768;
PSD AF3(beta);eeg;PSD;AF3;beta;0.00482102525131;0.00557119850976;0.0017288218788;0.00553568902719;0.106614201098;0.00222433466328;
DE AF3(delta);eeg;DE;AF3;delta;0.0867234634027;0.000208802928054;0.0;0.000186999472778;0.00513887660983;0.000841670136634;
PSD AF3(delta);eeg;PSD;AF3;delta;0.0802290903114;0.00121383080209;0.0;0.00118007876323;0.00409422024264;0.000975186963692;
A/B F3;eeg;AB;F3;alpha & beta;0.0701104904792;0.00557154301785;0.00708560553803;0.00548452601141;0.0841778192374;0.00158543197997;
DE F3(gamma);eeg;DE;F3;gamma;0.0901965266909;0.000464342530404;0.000643771786023;0.000493789827856;0.0182493790825;0.00155865912541;
PSD F3(gamma);eeg;PSD;F3;gamma;0.0249613515552;0.0011359066302;0.00015525901668;0.00113537987132;0.0294890966307;0.00178047430883;
DE F3(theta);eeg;DE;F3;theta;0.0926154155117;0.000611015116345;0.0;0.000618761469712;0.0053897928607;0.00166728667198;
PSD F3(theta);eeg;PSD;F3;theta;0.0993808149853;0.00127364747222;0.0;0.00126430857477;0.00478310139504;0.00163533503862;
DE F3(alpha);eeg;DE;F3;alpha;0.0926154155117;0.000646563722952;0.0;0.000618761469712;0.0053897928607;0.00171619608069;
PSD F3(alpha);eeg;PSD;F3;alpha;0.115154908009;0.00163152846904;0.00250939908439;0.00163954562564;0.0121642595148;0.00180765675975;
DE F3(beta);eeg;DE;F3;beta;0.109041267208;0.000342353043107;0.00127284414232;0.000360967109784;0.0119948104454;0.00173795342259;
PSD F3(beta);eeg;PSD;F3;beta;0.0549098315511;0.00406368202942;0.00301694585703;0.00407153349088;0.0985039484658;0.00250157794783;
DE F3(delta);eeg;DE;F3;delta;0.0646631731053;0.00711075042331;0.00595263348184;0.00710763555178;0.0766702684186;0.00233861442995;
PSD F3(delta);eeg;PSD;F3;delta;0.104231523565;0.000772791729985;0.0;0.000779118803563;0.00429851159094;0.00122517322511;
A/B F7;eeg;AB;F7;alpha & beta;0.0975097679449;0.0010246848177;0.0;0.0010277405817;0.00523966224873;0.00114475190253;
DE F7(gamma);eeg;DE;F7;gamma;0.104351311819;0.00140040794952;0.00193256634737;0.00142141276151;0.0259995081644;0.00222378716653;
PSD F7(gamma);eeg;PSD;F7;gamma;0.0784788561683;0.00128860726638;0.000349014131481;0.00129506256966;0.0425153971116;0.00215875183141;
DE F7(theta);eeg;DE;F7;theta;0.067257163164;0.00188593031074;0.00633165987961;0.0018606753475;0.0579343150877;0.00225471227066;
PSD F7(theta);eeg;PSD;F7;theta;0.0374166691727;0.00017113384721;0.0;0.000167475645269;0.0105568261816;0.000865701735962;
DE F7(alpha);eeg;DE;F7;alpha;0.0400281076154;0.000220978531434;0.0;0.000227168765452;0.00943785632;0.000828169941564;
PSD F7(alpha);eeg;PSD;F7;alpha;0.0374166691727;0.00017113384721;0.0;0.000167475645269;0.0105568261816;0.000921504751513;
DE F7(beta);eeg;DE;F7;beta;0.0633750999283;0.000336134584138;0.0;0.000345962996009;0.00606441000743;0.000826557276232;
PSD F7(beta);eeg;PSD;F7;beta;0.0590801312941;0.000715185680593;0.0;0.000716417453265;0.00579007500377;0.000894163533587;
DE F7(delta);eeg;DE;F7;delta;0.00991350227101;0.00197308541488;0.00133847207223;0.00196203375257;0.0230628347888;0.0015769647176;
PSD F7(delta);eeg;PSD;F7;delta;0.016002530789;0.00149386564539;0.00637600350531;0.00148593701286;0.0997240096875;0.00133969159584;
A/B FC5;eeg;AB;FC5;alpha & beta;0.0497398152985;3.9465554898e-05;0.0;3.78977507029e-05;0.00344907582667;0.000801222975912;
DE FC5(gamma);eeg;DE;FC5;gamma;0.0469228099941;0.000350482544178;0.0;0.00035130127466;0.00357989872577;0.000827091687846;
PSD FC5(gamma);eeg;PSD;FC5;gamma;0.067304049957;0.000633857680963;0.00108158415581;0.00061695234827;0.0285091946941;0.00137842638417;
DE FC5(theta);eeg;DE;FC5;theta;0.0565746807851;0.00131134119314;0.00069750648311;0.00131547000531;0.0208292236663;0.00149011912419;
PSD FC5(theta);eeg;PSD;FC5;theta;0.0428695068984;9.17168008355e-05;0.000493708634487;8.24901290616e-05;0.0282750199721;0.00219072128839;
DE FC5(alpha);eeg;DE;FC5;alpha;0.0277759768722;0.000354398258372;0.0;0.000356871482353;0.00868654095264;0.0010007833102;
PSD FC5(alpha);eeg;PSD;FC5;alpha;0.0319958090309;0.000124194308611;0.0;0.000126338886741;0.00775840119642;0.00104630613746;
DE FC5(beta);eeg;DE;FC5;beta;0.0277759768722;0.000354398258372;0.0;0.000356871482353;0.00868654095264;0.00108267390082;
PSD FC5(beta);eeg;PSD;FC5;beta;0.0454864019162;0.000111272701731;0.0;0.000114080150563;0.00698016770688;0.000980168491109;
DE FC5(delta);eeg;DE;FC5;delta;0.0448969037384;0.000306716329284;0.0;0.000320594789754;0.00873069556391;0.000911993957849;
PSD FC5(delta);eeg;PSD;FC5;delta;0.00729694287495;0.00248437760077;0.00195926783185;0.00251220718836;0.077027516873;0.00146507509982;
A/B FC1;eeg;AB;FC1;alpha & beta;0.0315330813976;0.00454956890778;0.00456654916868;0.0045400404736;0.0840773987523;0.00149761757982;
DE FC1(gamma);eeg;DE;FC1;gamma;0.038012958456;1.36690288133e-06;0.0;2.05639238135e-07;0.00443218601113;0.000840617897662;
PSD FC1(gamma);eeg;PSD;FC1;gamma;0.0346130199532;0.000326221931404;0.0;0.000312597138049;0.00449226163675;0.000768840642772;
DE FC1(theta);eeg;DE;FC1;theta;0.0574303499842;0.000883796980197;0.00684956629501;0.000876014110843;0.0447436075127;0.0013380903928;
PSD FC1(theta);eeg;PSD;FC1;theta;0.0340593462328;0.000834893038541;0.00203545957713;0.000824194390608;0.0467126597413;0.00121580835651;
DE FC1(alpha);eeg;DE;FC1;alpha;0.0216291614374;0.000571861087862;0.000150428620642;0.000576958572246;0.0495674788494;0.00200143056022;
PSD FC1(alpha);eeg;PSD;FC1;alpha;0.0503174920931;0.00011022473596;0.0;0.000109236505165;0.00648125397768;0.000937864268333;
DE FC1(beta);eeg;DE;FC1;beta;0.0548930163546;0.000618091000373;0.0;0.000619512475161;0.00555953118431;0.00107013477922;
PSD FC1(beta);eeg;PSD;FC1;beta;0.0503174920931;0.00011022473596;0.0;0.000109236505165;0.00648125397768;0.000978381873504;
DE FC1(delta);eeg;DE;FC1;delta;0.0778052949899;0.000997850490764;0.0;0.000990063022861;0.00624698305477;0.00113939265914;
PSD FC1(delta);eeg;PSD;FC1;delta;0.074127828886;0.000776956141314;0.0;0.000773779064351;0.00735162764119;0.00119199468977;
A/B C3;eeg;AB;C3;alpha & beta;0.0153528244037;0.00138506484645;0.00233088703734;0.00138440541458;0.0675444364939;0.00171169910982;
DE C3(gamma);eeg;DE;C3;gamma;0.0119431619046;0.00224739243856;0.00114187733312;0.00223945035812;0.133221820999;0.0018437813096;
PSD C3(gamma);eeg;PSD;C3;gamma;0.0631890000258;0.000474171863542;0.0;0.000484772135708;0.00391815052846;0.000957653180667;
DE C3(theta);eeg;DE;C3;theta;0.059681171436;0.000162487875253;0.0;0.000153802290797;0.0043890231447;0.000944781570504;
PSD C3(theta);eeg;PSD;C3;theta;0.0521468041535;0.000103394086182;0.0015872790074;0.000113212277252;0.0397222862853;0.00128972661415;
DE C3(alpha);eeg;DE;C3;alpha;0.0657377750212;0.000190977419006;0.00477457723986;0.000192455134384;0.0403384918524;0.00135109031479;
PSD C3(alpha);eeg;PSD;C3;alpha;0.0534123432415;0.00157643551106;0.0;0.00159365378331;0.0161101411454;0.00212906127327;
DE C3(beta);eeg;DE;C3;beta;0.0293365620098;0.000624684651083;0.0;0.000613958915988;0.00524973189747;0.000952376255851;
PSD C3(beta);eeg;PSD;C3;beta;0.0300267178916;0.000440289739762;0.0;0.000455013529524;0.00677284337742;0.000989222417995;
DE C3(delta);eeg;DE;C3;delta;0.0293365620098;0.000624684651083;0.0;0.000613958915988;0.00524973189747;0.000987960839365;
PSD C3(delta);eeg;PSD;C3;delta;0.0482183247823;6.72120161909e-05;0.0;6.63302575391e-05;0.0061847055952;0.00111988745904;
A/B T7;eeg;AB;T7;alpha & beta;0.048481645521;0.000182625754909;0.0;0.000177642622384;0.00520001916567;0.000944596446593;
DE T7(gamma);eeg;DE;T7;gamma;0.0179396421545;0.00399688787912;0.00289767569993;0.00399185061155;0.0955507788319;0.00164836761789;
PSD T7(gamma);eeg;PSD;T7;gamma;0.00963343444082;0.00210588301157;0.00359093741803;0.00211172394814;0.154760965373;0.00161731288982;
DE T7(theta);eeg;DE;T7;theta;0.0372601849798;0.000264892138343;0.0;0.000267539260827;0.00583626506716;0.000876858221272;
PSD T7(theta);eeg;PSD;T7;theta;0.0371087505614;0.00027588101018;0.0;0.000286050874717;0.00334875727305;0.00089677777496;
DE T7(alpha);eeg;DE;T7;alpha;0.0621448447153;0.00057150582031;0.000313142364933;0.000555045580368;0.0372027363223;0.00139757447226;
PSD T7(alpha);eeg;PSD;T7;alpha;0.0480142066848;0.000952753829367;0.00473493173622;0.000956696487057;0.0634080356557;0.00143377114548;
DE T7(beta);eeg;DE;T7;beta;0.0548043079534;0.00272297049689;0.00111072946176;0.00272879858994;0.0394418237986;0.0022131302159;
PSD T7(beta);eeg;PSD;T7;beta;0.0241158786339;0.00135558600296;0.0;0.00135754046156;0.0049613056777;0.000958923224367;
DE T7(delta);eeg;DE;T7;delta;0.0307448995745;0.00027398826524;0.0;0.000285605649235;0.00546774569442;0.000907339078791;
PSD T7(delta);eeg;PSD;T7;delta;0.0241158786339;0.00135558600296;0.0;0.00135754046156;0.0049613056777;0.000936363900709;
A/B CP5;eeg;AB;CP5;alpha & beta;0.0503703158346;0.000650956930695;0.00163521644102;0.000651452838154;0.00656501795268;0.00113871723586;
DE CP5(gamma);eeg;DE;CP5;gamma;0.045915017523;0.000291896622443;0.0;0.000291611133163;0.00607603409457;0.00105728690666;
PSD CP5(gamma);eeg;PSD;CP5;gamma;0.0064698960943;0.0043290144827;0.00677870194237;0.00434599548333;0.108817344632;0.00211906089057;
DE CP5(theta);eeg;DE;CP5;theta;0.0192671263754;0.00408332076583;0.00146661279475;0.0040699222563;0.107899584077;0.00197571077538;
PSD CP5(theta);eeg;PSD;CP5;theta;0.0359866808368;5.61557153829e-05;0.0;4.67791428287e-05;0.00350632514756;0.000881769276855;
DE CP5(alpha);eeg;DE;CP5;alpha;0.0305793478996;0.000704112021721;0.0;0.000699720183482;0.0035218422874;0.000855468400786;
PSD CP5(alpha);eeg;PSD;CP5;alpha;0.0142910849497;0.000879437628678;0.000962504348384;0.000879334453458;0.0181820149081;0.00125003305766;
DE CP5(beta);eeg;DE;CP5;beta;0.00518722648257;0.000506202290486;0.00142684669181;0.000517019982094;0.0396766143889;0.0012483450905;
PSD CP5(beta);eeg;PSD;CP5;beta;0.0357708904469;0.00137361141679;0.00456279175393;0.00137651858735;0.0361967371083;0.0017908784766;
DE CP5(delta);eeg;DE;CP5;delta;0.0324799675425;0.000246144268626;0.0;0.000243961393349;0.00581325645102;0.000998020517157;
PSD CP5(delta);eeg;PSD;CP5;delta;0.037253206978;0.000495786779959;0.0;0.000485352368828;0.0039658035536;0.000967761598237;
A/B CP1;eeg;AB;CP1;alpha & beta;0.0324799675425;0.000246144268626;0.0;0.000243961393349;0.00581325645102;0.000970845993547;
DE CP1(gamma);eeg;DE;CP1;gamma;0.0558072574958;0.000460277644774;0.00179395272315;0.000461003702978;0.00498609638977;0.00109649236683;
PSD CP1(gamma);eeg;PSD;CP1;gamma;0.0535910424247;0.000295672832633;0.0;0.000305426327482;0.00564591667107;0.00113788138501;
DE CP1(theta);eeg;DE;CP1;theta;0.0522552964535;0.00591809873994;0.0093833190551;0.00592209353592;0.0607664017418;0.00177352342516;
PSD CP1(theta);eeg;PSD;CP1;theta;0.0286525198863;0.00185239502178;0.000231829811615;0.00186767137249;0.0745517445237;0.00167489830639;
DE CP1(alpha);eeg;DE;CP1;alpha;0.0416191517788;0.000139010099431;0.0;0.000128587744098;0.0021904733804;0.000926299297244;
PSD CP1(alpha);eeg;PSD;CP1;alpha;0.038310841179;0.000380779230306;0.0;0.000385222436539;0.00473712413811;0.000869041349887;
DE CP1(beta);eeg;DE;CP1;beta;0.0243230778814;0.0011094595949;0.00505188126714;0.00111562107594;0.0498314756745;0.00155427680978;
PSD CP1(beta);eeg;PSD;CP1;beta;0.0330953245157;0.00124358400578;0.00613166198808;0.00125050842327;0.0843301803078;0.00158797670865;
DE CP1(delta);eeg;DE;CP1;delta;0.0477283407465;0.00315881484528;0.00075016382486;0.00315523836632;0.0383935156671;0.00244086645305;
PSD CP1(delta);eeg;PSD;CP1;delta;0.0102362514581;6.05174966269e-05;0.0;6.2710452875e-05;0.00540578335222;0.000822284003276;
A/B P3;eeg;AB;P3;alpha & beta;0.0151107236262;0.00169391702921;0.0;0.00169782289182;0.00543739242327;0.000796258187314;
DE P3(gamma);eeg;DE;P3;gamma;0.0102362514581;6.05174966269e-05;0.0;6.2710452875e-05;0.00540578335222;0.000843522607528;
PSD P3(gamma);eeg;PSD;P3;gamma;0.0272425381637;0.000335482900599;0.0;0.000327229617511;0.0112973669743;0.00114128708418;
DE P3(theta);eeg;DE;P3;theta;0.0244270767926;0.00095719813316;0.0;0.000965435824787;0.0136600067599;0.00110638341136;
PSD P3(theta);eeg;PSD;P3;theta;0.0135940983855;0.00157405202652;0.000284572149243;0.00158589126825;0.103478078743;0.00300329814607;
DE P3(alpha);eeg;DE;P3;alpha;0.0233824296159;0.00145747811739;0.00369936715235;0.00145065152757;0.125792663161;0.00300339802431;
PSD P3(alpha);eeg;PSD;P3;alpha;0.0165580843237;0.000533315721752;0.0;0.000542033293287;0.00147751603364;0.000626221159048;
DE P3(beta);eeg;DE;P3;beta;0.0132043149705;0.000660885667451;0.0;0.000654773407865;0.0021411157695;0.000685538524127;
PSD P3(beta);eeg;PSD;P3;beta;0.00703611535535;0.00188494602468;0.0023063544484;0.00188386301321;0.071616961436;0.00138706321033;
DE P3(delta);eeg;DE;P3;delta;0.0206747373468;0.00247609294075;0.00344396091323;0.00247973910289;0.0628547401464;0.0014290392941;
PSD P3(delta);eeg;PSD;P3;delta;0.0259586200838;0.00237571523023;0.00260804283161;0.00237275779993;0.0312419561578;0.00194355905863;
A/B P7;eeg;AB;P7;alpha & beta;0.051431166036;0.000186469596295;0.0;0.000185117341506;0.00438993866907;0.00110935583568;
DE P7(gamma);eeg;DE;P7;gamma;0.0487543568231;0.000173791694763;0.0;0.000161386520655;0.00379525041348;0.00124659206257;
PSD P7(gamma);eeg;PSD;P7;gamma;0.051431166036;0.000186469596295;0.0;0.000185117341506;0.00438993866907;0.0011610087729;
DE P7(theta);eeg;DE;P7;theta;0.0681373230321;0.00125125084315;0.00256330693249;0.00124915425438;0.0102895582099;0.00165157654669;
PSD P7(theta);eeg;PSD;P7;theta;0.0703298879208;0.00118297569361;0.000867074067445;0.0011832873374;0.0100338162167;0.00146599675164;
DE P7(alpha);eeg;DE;P7;alpha;0.0143000767713;0.000270932407038;0.00213919498433;0.000277923088053;0.0556265618424;0.0017962626939;
PSD P7(alpha);eeg;PSD;P7;alpha;0.0466405942876;0.00374299107075;0.0110100291705;0.00372141617737;0.151065421803;0.00180323995139;
DE P7(beta);eeg;DE;P7;beta;0.0478157320862;0.000347645165292;0.0;0.000332108006511;0.00846416938957;0.00108599122707;
PSD P7(beta);eeg;PSD;P7;beta;0.051099537778;0.00041616993059;0.0;0.000420628358942;0.00905497905808;0.0012464628843;
DE P7(delta);eeg;DE;P7;delta;0.0516951794112;0.000877755303281;0.00188259705793;0.000882240376735;0.0450452752428;0.00244430924415;
PSD P7(delta);eeg;PSD;P7;delta;0.0341734592528;0.000462976681449;0.00163537586242;0.000471182805257;0.058264430134;0.00222025006494;
A/B PO3;eeg;AB;PO3;alpha & beta;0.0293297622421;0.00137505425888;0.00033220873831;0.00137626004943;0.0270553882291;0.0020951943617;
DE PO3(gamma);eeg;DE;PO3;gamma;0.0420488788639;0.00020909373741;0.00112213037176;0.000208290633138;0.00918682477265;0.00087146345462;
PSD PO3(gamma);eeg;PSD;PO3;gamma;0.0426171478864;8.66507436618e-05;0.000415135664594;7.51019104724e-05;0.00794594556502;0.000854413508991;
DE PO3(theta);eeg;DE;PO3;theta;0.0420488788639;0.00020909373741;7.5894152074e-18;0.000208290633138;0.00918682477265;0.000806078412637;
PSD PO3(theta);eeg;PSD;PO3;theta;0.0458688170061;0.000380395458801;0.000947743552928;0.000360774190042;0.0122912754217;0.000807703951385;
DE PO3(alpha);eeg;DE;PO3;alpha;0.0466522803588;0.000500288340397;0.0;0.000495982116469;0.0100713413815;0.000837092964022;
PSD PO3(alpha);eeg;PSD;PO3;alpha;0.0449402295195;0.00105849918852;0.000289450463392;0.0010688832822;0.0489480871962;0.00200323692978;
DE PO3(beta);eeg;DE;PO3;beta;0.0323188240634;0.00367278418193;0.00245838274422;0.00367312717696;0.0883353716204;0.00184505077459;
PSD PO3(beta);eeg;PSD;PO3;beta;0.0456896402523;0.000219803170849;0.0;0.0002083707075;0.00551239553778;0.000763716160612;
DE PO3(delta);eeg;DE;PO3;delta;0.0451234217707;1.88994334854e-05;0.0;2.01146841169e-05;0.00491842513689;0.000804451415068;
PSD PO3(delta);eeg;PSD;PO3;delta;0.0579846526535;0.000887487234318;0.00012232414993;0.000882899796596;0.0203069955724;0.00122553426863;
A/B O1;eeg;AB;O1;alpha & beta;0.0740121790285;0.00349119687455;0.00681749709109;0.00348708577698;0.0718482026007;0.00116972157965;
DE O1(gamma);eeg;DE;O1;gamma;0.0470803638402;0.000871482062158;0.00103532884231;0.000871426411721;0.0305709227698;0.00214840402404;
PSD O1(gamma);eeg;PSD;O1;gamma;0.0511162303775;0.000241827161993;0.0;0.000228504005513;0.00640130178898;0.0010266454051;
DE O1(theta);eeg;DE;O1;theta;0.0565795939716;0.000964315899559;0.0;0.000973155874438;0.00701316537719;0.000891251933412;
PSD O1(theta);eeg;PSD;O1;theta;0.0511162303775;0.000241827161993;0.0;0.000228504005513;0.00640130178898;0.0010759761318;
DE O1(alpha);eeg;DE;O1;alpha;0.0748598254362;0.00208058208222;0.00219473527067;0.00208150523988;0.00916281736105;0.00123207780425;
PSD O1(alpha);eeg;PSD;O1;alpha;0.0706545581713;0.00143819224111;0.0;0.00142638069755;0.0094806865273;0.00128946492943;
DE O1(beta);eeg;DE;O1;beta;0.00819850330003;0.00066697239904;0.00349512042851;0.000662616386381;0.0854052330375;0.00183078955235;
PSD O1(beta);eeg;PSD;O1;beta;0.0165532782926;0.000857294569061;0.00014694388845;0.000861078740325;0.125859015566;0.00181738219747;
DE O1(delta);eeg;DE;O1;delta;0.0632904742734;0.00140881126153;0.0;0.0014141409073;0.00457381904852;0.000849619344352;
PSD O1(delta);eeg;PSD;O1;delta;0.0588471827062;0.0009766713594;0.0;0.000979963917318;0.00456045375621;0.000801167111664;
A/B Oz;eeg;AB;Oz;alpha & beta;0.0854831056453;0.00210142155173;0.00152589833079;0.00211271348857;0.043919595557;0.00148249437628;
DE Oz(gamma);eeg;DE;Oz;gamma;0.0859568269307;0.00226195401765;0.00117261794932;0.00225329109992;0.0610546416632;0.0014427176937;
PSD Oz(gamma);eeg;PSD;Oz;gamma;0.0509301903724;0.00487778016909;0.00286224206246;0.0048839099371;0.0573253206749;0.00205146329418;
DE Oz(theta);eeg;DE;Oz;theta;0.0513498183878;0.000137677195157;0.00272198736257;0.000126237936875;0.0059379571104;0.000907413362445;
PSD Oz(theta);eeg;PSD;Oz;theta;0.0585807910535;0.00118852279258;0.00119243610432;0.00119675274459;0.00500244286732;0.000944606231197;
DE Oz(alpha);eeg;DE;Oz;alpha;0.0513498183878;0.000137677195157;0.0;0.000126237936875;0.0059379571104;0.00102002744426;
PSD Oz(alpha);eeg;PSD;Oz;alpha;0.0751726089331;0.00222645875274;0.0;0.00223181925869;0.0164135097798;0.000812214682188;
DE Oz(beta);eeg;DE;Oz;beta;0.0706264635671;0.0019599954093;0.0;0.00194874721034;0.0159518915896;0.000868028635796;
PSD Oz(beta);eeg;PSD;Oz;beta;0.0338808954019;0.0025975823732;0.00357716053141;0.00260221879531;0.0750309899789;0.00180302439145;
DE Oz(delta);eeg;DE;Oz;delta;0.0544147164775;0.00353962602149;0.0016665881858;0.0035287835864;0.116738033796;0.00168914127706;
PSD Oz(delta);eeg;PSD;Oz;delta;0.0611371750534;0.00099698007937;0.0;0.00100010024299;0.0041028617299;0.000817125920975;
A/B Pz;eeg;AB;Pz;alpha & beta;0.0557228891744;0.000224464398804;0.0;0.000223281132648;0.00472608261074;0.000601330354268;
DE Pz(gamma);eeg;DE;Pz;gamma;0.0762193030658;0.00166412697151;0.00127639891602;0.00165591327969;0.0326685883492;0.00123020940409;
PSD Pz(gamma);eeg;PSD;Pz;gamma;0.0694829899962;0.0026480244427;0.00204931009597;0.00265873840195;0.0481596349507;0.00117528393597;
DE Pz(theta);eeg;DE;Pz;theta;0.0634769494802;0.00669447820929;0.00957532328852;0.00668034482664;0.0843572597897;0.0023686081674;
PSD Pz(theta);eeg;PSD;Pz;theta;0.0653173058842;0.000233754684359;0.0;0.00024193273907;0.0184641611782;0.00119021423332;
DE Pz(alpha);eeg;DE;Pz;alpha;0.068620570691;0.000384815641274;0.0;0.000391954299301;0.0147727146077;0.00118453742904;
PSD Pz(alpha);eeg;PSD;Pz;alpha;0.0653173058842;0.000233754684359;0.0;0.00024193273907;0.0184641611782;0.00126019738972;
DE Pz(beta);eeg;DE;Pz;beta;0.107520787645;0.00379543986872;0.0074124315449;0.00378564085786;0.0367079051401;0.0017679821834;
PSD Pz(beta);eeg;PSD;Pz;beta;0.106001872503;0.00343737239444;0.000497904713196;0.00344986704236;0.0368567983075;0.00194988261069;
DE Pz(delta);eeg;DE;Pz;delta;0.0659365372586;0.00119653338678;0.00335451590102;0.00121307517247;0.120356878911;0.0025345089972;
PSD Pz(delta);eeg;PSD;Pz;delta;0.00971813343058;0.0112528660868;0.0133182673902;0.0112529330574;0.11552517353;0.00235213427997;
A/B Fp2;eeg;AB;Fp2;alpha & beta;0.0785945712879;0.00123983201617;0.0;0.00124507242456;0.0125179428326;0.00107772475639;
DE Fp2(gamma);eeg;DE;Fp2;gamma;0.0754354545595;0.000593324123509;0.0;0.000619146920741;0.0136562975256;0.00114843219192;
PSD Fp2(gamma);eeg;PSD;Fp2;gamma;0.064112205955;0.00240418803293;0.000927834136717;0.00239177411134;0.0510230336279;0.00155266428507;
DE Fp2(theta);eeg;DE;Fp2;theta;0.0711617557174;0.00222824773984;0.00365827575453;0.00222089778879;0.0858832234854;0.00147115600404;
PSD Fp2(theta);eeg;PSD;Fp2;theta;0.0466713441573;0.000734655172912;0.0;0.000736641229522;0.0329569825125;0.00187224424555;
DE Fp2(alpha);eeg;DE;Fp2;alpha;0.0649482733281;0.00020715317271;0.0;0.000194239487825;0.00389044640549;0.000951079479484;
PSD Fp2(alpha);eeg;PSD;Fp2;alpha;0.0683767033069;0.000627345369143;0.0;0.000632359025251;0.00394028411181;0.000909519835289;
DE Fp2(beta);eeg;DE;Fp2;beta;0.0649482733281;0.00020715317271;0.0;0.000194239487825;0.00389044640549;0.000956840245151;
PSD Fp2(beta);eeg;PSD;Fp2;beta;0.0780471584199;0.000763656907735;0.0;0.000752107529149;0.00889461863523;0.00121145758108;
