0;0.525
1;0.675
2;0.625
3;0.7
4;0.725
5;0.7
6;0.625
7;0.525
8;0.675
9;0.5
10;0.575
11;0.3
12;0.75
13;0.65
14;0.75
15;0.65
16;0.45
17;0.8
18;0.425
19;0.65
20;0.675
21;0.6
22;0.675
23;0.675
24;0.65
25;0.575
26;0.675
27;0.65
28;0.55
29;0.6
30;0.65
31;0.625
