person;channel pairs;acc;tpr;tnr;fpr;fnr;auc
1;0.5;0.2;0.8;0.2;0.8;0.5
2;0.6;0.833333333333;0.25;0.5;0.25;0.541666666667
3;0.5;0.833333333333;0.0;0.666666666667;0.25;0.416666666667
4;0.6;0.0;1.0;0.0;0.666666666667;0.5
5;0.6;1.0;0.0;0.666666666667;0.0;0.5
6;0.8;1.0;0.0;0.25;0.0;0.5
7;0.7;1.0;0.0;0.428571428571;0.0;0.5
8;0.7;1.0;0.25;0.5;0.0;0.625
9;0.6;0.6;0.6;0.4;0.4;0.6
10;0.7;0.4;1.0;0.0;0.6;0.7
11;0.7;0.833333333333;0.5;0.333333333333;0.25;0.666666666667
12;0.6;0.6;0.6;0.4;0.4;0.6
13;0.6;0.0;1.0;0.0;0.666666666667;0.5
14;0.8;0.6;1.0;0.0;0.4;0.8
15;0.4;0.6;0.2;0.8;0.4;0.4
16;0.6;0.0;1.0;0.0;0.666666666667;0.5
17;0.6;0.666666666667;0.5;0.333333333333;0.5;0.583333333333
18;0.7;0.833333333333;0.5;0.333333333333;0.25;0.666666666667
19;0.7;0.666666666667;0.75;0.166666666667;0.5;0.708333333333
20;0.8;1.0;0.5;0.333333333333;0.0;0.75
21;0.5;0.4;0.6;0.4;0.6;0.5
22;0.6;0.25;0.833333333333;0.25;0.5;0.541666666667
23;0.6;1.0;0.0;0.666666666667;0.0;0.5
24;0.6;0.25;0.833333333333;0.25;0.5;0.541666666667
25;0.5;0.0;1.0;0.0;1.0;0.5
26;0.6;1.0;0.0;0.666666666667;0.0;0.5
27;0.8;1.0;0.0;0.25;0.0;0.5
28;0.6;1.0;0.0;0.666666666667;0.0;0.5
29;0.5;0.666666666667;0.25;0.5;0.5;0.458333333333
30;0.7;1.0;0.0;0.428571428571;0.0;0.5
31;0.6;1.0;0.0;0.666666666667;0.0;0.5
32;0.5;0.4;0.6;0.4;0.6;0.5

median;0.6;0.666666666667;0.5;0.366666666667;0.4;0.5;
avg;0.621875;0.644791666667;0.455208333333;0.358035714286;0.334375;0.55;
std;0.0991664478289;0.348743715097;0.380296793362;0.232121297839;0.285893382298;0.0931927885264;
